Rk,Player,Nation,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Pos1,Pos2
1400,Sael Kumbedi,FRA,Lyon,Ligue 1,18.0,2005.0,17,8,924,10.3,0,1,1,0,0,0,3,0,0.2,0.2,0.7,1.0,19.0,42.0,75.0,0.0,0.1,0.1,0.0,0.1,0.02,0.07,0.09,0.02,0.09,DF,
1401,Marash Kumbulla,ALB,Sassuolo,Serie A,23.0,2000.0,7,3,362,4.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1402,Justin Kumi,ITA,Sassuolo,Serie A,19.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
1403,Layvin Kurzawa,FRA,Paris S-G,Ligue 1,30.0,1992.0,1,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1404,Berkan Kutlu,TUR,Genoa,Serie A,25.0,1998.0,6,0,199,2.2,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.07,0.13,0.2,0.07,0.2,MF,
1405,Daler Kuzyaev,RUS,Le Havre,Ligue 1,30.0,1993.0,30,24,2090,23.2,2,2,4,2,0,0,1,0,1.8,1.8,1.3,3.2,23.0,119.0,97.0,0.09,0.09,0.17,0.09,0.17,0.08,0.06,0.14,0.08,0.14,MF,
1406,Khvicha Kvaratskhelia,GEO,Napoli,Serie A,22.0,2001.0,34,32,2737,30.4,11,6,17,11,0,0,8,0,11.1,11.1,6.8,17.9,184.0,89.0,266.0,0.36,0.2,0.56,0.36,0.56,0.37,0.23,0.59,0.36,0.59,FW,
1407,Giorgi Kvernadze,GEO,Frosinone,Serie A,20.0,2003.0,5,0,63,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,DF
1408,Moritz-Broni Kwarteng,GHA,Bochum,Bundesliga,25.0,1998.0,11,2,281,3.1,0,1,1,0,0,0,1,1,1.0,1.0,0.5,1.6,8.0,6.0,24.0,0.0,0.32,0.32,0.0,0.32,0.33,0.17,0.51,0.33,0.51,FW,
1409,Grejohn Kyei,FRA,Clermont Foot,Ligue 1,27.0,1995.0,26,10,1026,11.4,2,1,3,1,1,1,1,0,4.9,4.1,1.2,5.3,12.0,30.0,85.0,0.18,0.09,0.26,0.09,0.18,0.43,0.11,0.54,0.36,0.47,FW,
1410,Giorgos Kyriakopoulos,GRE,Monza,Serie A,27.0,1996.0,28,20,1712,19.0,0,3,3,0,0,0,3,0,1.2,1.2,1.4,2.6,64.0,70.0,94.0,0.0,0.16,0.16,0.0,0.16,0.06,0.07,0.14,0.06,0.14,DF,
1411,Luca de la Torre,USA,Celta Vigo,La Liga,25.0,1998.0,31,22,1956,21.7,1,4,5,1,0,0,4,1,2.5,2.5,1.4,3.9,58.0,93.0,88.0,0.05,0.18,0.23,0.05,0.23,0.11,0.07,0.18,0.11,0.18,MF,
1412,Gaëtan Laborde,FRA,Nice,Ligue 1,29.0,1994.0,34,22,1906,21.2,5,2,7,4,1,2,2,0,7.7,6.1,1.8,7.9,33.0,46.0,161.0,0.24,0.09,0.33,0.19,0.28,0.36,0.08,0.45,0.29,0.37,FW,MF
1413,Alexandre Lacazette,FRA,Lyon,Ligue 1,32.0,1991.0,29,27,2293,25.5,19,2,21,17,2,2,3,1,11.4,9.8,1.9,11.7,22.0,61.0,144.0,0.75,0.08,0.82,0.67,0.75,0.45,0.07,0.52,0.39,0.46,FW,
1414,Maxence Lacroix,FRA,Wolfsburg,Bundesliga,23.0,2000.0,28,27,2362,26.2,4,1,5,4,0,0,5,3,0.8,0.8,0.8,1.7,5.0,79.0,5.0,0.15,0.04,0.19,0.15,0.19,0.03,0.03,0.06,0.03,0.06,DF,
1415,Alban Lafont,FRA,Nantes,Ligue 1,24.0,1999.0,28,28,2496,27.7,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1416,Yoel Lago,ESP,Celta Vigo,La Liga,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1417,Aïssa Laïdouni,TUN,Union Berlin,Bundesliga,26.0,1996.0,23,10,1071,11.9,0,3,3,0,0,0,2,0,0.7,0.7,1.0,1.7,24.0,56.0,41.0,0.0,0.25,0.25,0.0,0.25,0.06,0.09,0.14,0.06,0.14,MF,
1418,Konrad Laimer,AUT,Bayern Munich,Bundesliga,26.0,1997.0,29,18,1772,19.7,0,3,3,0,0,0,3,0,1.0,1.0,3.9,4.9,62.0,127.0,98.0,0.0,0.15,0.15,0.0,0.15,0.05,0.2,0.25,0.05,0.25,DF,MF
1419,Stefan Lainer,AUT,Gladbach,Bundesliga,30.0,1992.0,15,8,751,8.3,0,1,1,0,0,0,2,0,0.2,0.2,0.7,0.9,15.0,37.0,31.0,0.0,0.12,0.12,0.0,0.12,0.02,0.08,0.11,0.02,0.11,DF,MF
1420,Kenny Lala,MAD,Brest,Ligue 1,31.0,1991.0,33,33,2970,33.0,2,3,5,2,0,0,7,0,0.5,0.5,3.3,3.8,45.0,200.0,98.0,0.06,0.09,0.15,0.06,0.15,0.01,0.1,0.12,0.01,0.12,DF,
1421,Adam Lallana,ENG,Brighton,Premier League,35.0,1988.0,25,13,850,9.4,0,1,1,0,0,0,2,0,0.8,0.8,1.7,2.5,9.0,39.0,55.0,0.0,0.11,0.11,0.0,0.11,0.09,0.18,0.27,0.09,0.27,MF,FW
1422,Mathis Lambourde,FRA,Rennes,Ligue 1,17.0,2006.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
1423,Érik Lamela,ARG,Sevilla,La Liga,31.0,1992.0,13,5,463,5.1,2,0,2,2,0,0,3,0,1.0,1.0,1.0,2.0,11.0,17.0,28.0,0.39,0.0,0.39,0.39,0.39,0.19,0.19,0.38,0.19,0.38,FW,MF
1424,Mohamed Lamine Bayo,GUI,Le Havre,Ligue 1,25.0,1998.0,22,16,1389,15.4,5,1,6,3,2,2,4,0,7.2,5.7,0.6,6.2,18.0,20.0,115.0,0.32,0.06,0.39,0.19,0.26,0.47,0.04,0.51,0.37,0.4,FW,
1425,Didier Lamkel Zé,CMR,Metz,Ligue 1,26.0,1996.0,9,7,550,6.1,1,0,1,1,0,0,1,0,1.6,1.6,0.9,2.5,15.0,19.0,23.0,0.16,0.0,0.16,0.16,0.16,0.26,0.15,0.41,0.26,0.41,FW,MF
1426,Tariq Lamptey,GHA,Brighton,Premier League,22.0,2000.0,19,10,914,10.2,0,3,3,0,0,0,3,0,0.4,0.4,1.2,1.7,39.0,17.0,64.0,0.0,0.3,0.3,0.0,0.3,0.04,0.12,0.16,0.04,0.16,DF,FW
1427,Bruno Langa,MOZ,Almería,La Liga,25.0,1997.0,11,9,820,9.1,1,0,1,1,0,0,1,1,0.2,0.2,0.4,0.5,14.0,25.0,30.0,0.11,0.0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,DF,
1428,Gianluca Lapadula,PER,Cagliari,Serie A,33.0,1990.0,23,14,1205,13.4,3,1,4,2,1,1,3,0,4.8,4.1,1.1,5.1,8.0,4.0,63.0,0.22,0.07,0.3,0.15,0.22,0.36,0.08,0.44,0.3,0.38,FW,
1429,Aymeric Laporte,ESP,Manchester City,Premier League,29.0,1994.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,DF,
1430,Julien Laporte,FRA,Lorient,Ligue 1,29.0,1993.0,23,20,1818,20.2,0,0,0,0,0,0,4,0,0.8,0.8,0.0,0.8,5.0,56.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,
1431,Cyle Larin,CAN,Mallorca,La Liga,28.0,1995.0,35,20,1823,20.3,3,2,5,3,0,0,8,0,9.0,9.0,1.4,10.4,20.0,13.0,103.0,0.15,0.1,0.25,0.15,0.25,0.45,0.07,0.52,0.45,0.52,FW,
1432,Yasser Larouci,ALG,Sheffield Utd,Premier League,22.0,2001.0,11,6,531,5.9,0,0,0,0,0,0,1,0,0.2,0.2,0.3,0.5,18.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,DF,
1433,Hugo Larsson,SWE,Eint Frankfurt,Bundesliga,19.0,2004.0,29,21,1886,21.0,2,1,3,2,0,0,1,0,1.3,1.3,1.4,2.7,26.0,68.0,42.0,0.1,0.05,0.14,0.1,0.14,0.06,0.07,0.13,0.06,0.13,MF,
1434,Jamaal Lascelles,ENG,Newcastle Utd,Premier League,29.0,1993.0,16,13,1080,12.0,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,8.0,31.0,3.0,0.08,0.0,0.08,0.08,0.08,0.06,0.01,0.07,0.06,0.07,DF,
1435,Juanmi Latasa,ESP,Getafe,La Liga,22.0,2001.0,32,15,1555,17.3,2,0,2,2,0,0,7,1,3.6,3.5,1.5,5.0,7.0,16.0,82.0,0.12,0.0,0.12,0.12,0.12,0.21,0.09,0.29,0.2,0.29,FW,
1436,Toni Lato,ESP,Mallorca,La Liga,25.0,1997.0,28,16,1544,17.2,0,1,1,0,0,0,3,0,0.2,0.2,1.3,1.6,30.0,39.0,110.0,0.0,0.06,0.06,0.0,0.06,0.01,0.08,0.09,0.01,0.09,DF,
1437,Armand Lauriente,FRA,Sassuolo,Serie A,24.0,1998.0,37,35,2908,32.3,5,4,9,5,0,0,5,0,5.7,5.7,4.0,9.7,125.0,99.0,268.0,0.15,0.12,0.28,0.15,0.28,0.18,0.12,0.3,0.18,0.3,FW,
1438,Roméo Lavia,BEL,Chelsea,Premier League,19.0,2004.0,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
1439,Lázaro,BRA,Almería,La Liga,21.0,2002.0,14,2,285,3.2,0,0,0,0,0,0,0,0,0.9,0.9,0.5,1.4,5.0,6.0,34.0,0.0,0.0,0.0,0.0,0.0,0.28,0.17,0.45,0.28,0.45,FW,MF
1440,Valentino Lazaro,AUT,Torino,Serie A,27.0,1996.0,35,21,1994,22.2,0,4,4,0,0,0,3,0,1.7,1.7,2.9,4.7,53.0,94.0,106.0,0.0,0.18,0.18,0.0,0.18,0.08,0.13,0.21,0.08,0.21,DF,MF
1441,Darko Lazović,SRB,Hellas Verona,Serie A,32.0,1990.0,32,22,1928,21.4,3,2,5,2,1,1,0,1,2.8,2.0,4.4,6.4,43.0,66.0,139.0,0.14,0.09,0.23,0.09,0.19,0.13,0.21,0.34,0.09,0.3,FW,MF
1442,Manuel Lazzari,ITA,Lazio,Serie A,29.0,1993.0,24,19,1671,18.6,0,2,2,0,0,0,4,1,1.0,1.0,1.3,2.3,73.0,62.0,104.0,0.0,0.11,0.11,0.0,0.11,0.06,0.07,0.13,0.06,0.13,DF,
1443,Théo Le Bris,FRA,Lorient,Ligue 1,20.0,2002.0,26,15,1516,16.8,0,2,2,0,0,0,2,0,1.2,1.2,1.6,2.8,56.0,58.0,117.0,0.0,0.12,0.12,0.0,0.12,0.07,0.1,0.17,0.07,0.17,DF,MF
1444,Julien Le Cardinal,FRA,Brest,Ligue 1,25.0,1997.0,12,5,473,5.3,0,0,0,0,0,0,3,0,0.3,0.3,0.1,0.4,3.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,DF,
1445,Julien Le Cardinal,FRA,Lens,Ligue 1,25.0,1997.0,2,0,58,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1446,Jérémy Le Douaron,FRA,Brest,Ligue 1,25.0,1998.0,33,19,1618,18.0,4,0,4,4,0,0,3,0,6.2,6.2,1.0,7.2,48.0,21.0,130.0,0.22,0.0,0.22,0.22,0.22,0.34,0.06,0.4,0.34,0.4,FW,
1447,Enzo Le Fée,FRA,Rennes,Ligue 1,23.0,2000.0,25,19,1527,17.0,0,1,1,0,0,0,3,0,0.5,0.5,1.8,2.3,45.0,124.0,58.0,0.0,0.06,0.06,0.0,0.06,0.03,0.11,0.14,0.03,0.14,MF,
1448,Vincent Le Goff,FRA,Lorient,Ligue 1,33.0,1989.0,9,8,541,6.0,1,1,2,1,0,0,1,0,0.1,0.1,0.9,1.0,9.0,22.0,51.0,0.17,0.17,0.33,0.17,0.33,0.02,0.15,0.17,0.02,0.17,DF,MF
1449,Robin Le Normand,ESP,Real Sociedad,La Liga,26.0,1996.0,29,28,2469,27.4,2,0,2,2,0,0,13,0,1.0,1.0,0.1,1.2,21.0,106.0,1.0,0.07,0.0,0.07,0.07,0.07,0.04,0.0,0.04,0.04,0.04,DF,
1450,Nicola Leali,ITA,Genoa,Serie A,30.0,1993.0,3,2,176,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1451,Rafael Leão,POR,Milan,Serie A,24.0,1999.0,34,29,2512,27.9,9,9,18,9,0,0,5,0,10.0,10.0,9.1,19.1,160.0,117.0,293.0,0.32,0.32,0.64,0.32,0.64,0.36,0.32,0.68,0.36,0.68,FW,
1452,Adrien Lebeau,FRA,Brest,Ligue 1,24.0,1999.0,7,0,54,0.6,0,1,1,0,0,0,0,0,0.1,0.1,0.5,0.5,1.0,0.0,5.0,0.0,1.67,1.67,0.0,1.67,0.1,0.77,0.87,0.1,0.87,MF,FW
1453,Jean-Louis Leca,FRA,Lens,Ligue 1,37.0,1985.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1454,Benjamin Lecomte,FRA,Montpellier,Ligue 1,32.0,1991.0,30,30,2700,30.0,0,1,1,0,0,0,1,0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,0.0,0.02,0.02,0.0,0.02,GK,
1455,Jeremías Ledesma,ARG,Cádiz,La Liga,30.0,1993.0,34,34,3048,33.9,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1456,Pierre Lees-Melou,FRA,Brest,Ligue 1,30.0,1993.0,29,29,2517,28.0,4,0,4,4,0,0,12,1,2.4,2.4,2.4,4.8,51.0,193.0,43.0,0.14,0.0,0.14,0.14,0.14,0.09,0.08,0.17,0.09,0.17,MF,
1457,Diogo Leite,POR,Union Berlin,Bundesliga,24.0,1999.0,32,31,2702,30.0,0,0,0,0,0,0,6,0,0.8,0.8,0.2,1.0,14.0,121.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,DF,
1458,Maxim Leitsch,GER,Mainz 05,Bundesliga,25.0,1998.0,7,4,379,4.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1459,Florian Lejeune,FRA,Rayo Vallecano,La Liga,32.0,1991.0,37,37,3327,37.0,3,1,4,3,0,0,5,0,3.3,3.3,0.7,4.0,15.0,114.0,4.0,0.08,0.03,0.11,0.08,0.11,0.09,0.02,0.11,0.09,0.11,DF,
1460,Stefan Lekovic,SRB,Villarreal,La Liga,19.0,2004.0,1,0,29,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1461,Iñigo Lekue,ESP,Athletic Club,La Liga,30.0,1993.0,27,22,2002,22.2,0,2,2,0,0,0,4,0,0.2,0.2,1.1,1.2,44.0,119.0,35.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,DF,
1462,Thomas Lemar,FRA,Atlético Madrid,La Liga,27.0,1995.0,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.09,0.01,0.1,0.09,0.1,MF,
1463,Mario Lemina,GAB,Wolves,Premier League,29.0,1993.0,35,34,2968,33.0,4,1,5,4,0,0,12,1,4.6,4.6,1.5,6.2,32.0,76.0,49.0,0.12,0.03,0.15,0.12,0.15,0.14,0.05,0.19,0.14,0.19,MF,
1464,Álvaro Lemos,ESP,Las Palmas,La Liga,30.0,1993.0,4,3,251,2.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,DF,
1465,Ruben Lendinez,ESP,Valencia,La Liga,20.0,2003.0,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1466,Clément Lenglet,FRA,Aston Villa,Premier League,28.0,1995.0,14,14,1153,12.8,0,1,1,0,0,0,3,0,0.9,0.9,0.8,1.6,26.0,51.0,1.0,0.0,0.08,0.08,0.0,0.08,0.07,0.06,0.13,0.07,0.13,DF,
1467,Bernd Leno,GER,Fulham,Premier League,31.0,1992.0,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
1468,Christopher Lenz,GER,RB Leipzig,Bundesliga,28.0,1994.0,5,0,47,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,1.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.22,0.0,0.22,DF,MF
1469,Christopher Lenz,GER,Eint Frankfurt,Bundesliga,28.0,1994.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
1470,Johann Lepenant,FRA,Lyon,Ligue 1,20.0,2002.0,6,2,253,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,5.0,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,MF,
1471,Jefferson Lerma,COL,Crystal Palace,Premier League,28.0,1994.0,28,27,2400,26.7,1,1,2,1,0,0,8,0,2.7,2.7,2.2,4.8,14.0,106.0,51.0,0.04,0.04,0.07,0.04,0.07,0.1,0.08,0.18,0.1,0.18,MF,DF
1472,Léo Leroy,FRA,Montpellier,Ligue 1,23.0,2000.0,21,3,499,5.5,0,1,1,0,0,0,4,0,0.8,0.8,0.7,1.5,8.0,21.0,9.0,0.0,0.18,0.18,0.0,0.18,0.15,0.13,0.28,0.15,0.28,MF,
1473,Robert Lewandowski,POL,Barcelona,La Liga,34.0,1988.0,35,32,2750,30.6,19,8,27,15,4,4,5,0,18.1,15.0,4.9,19.9,43.0,64.0,168.0,0.62,0.26,0.88,0.49,0.75,0.59,0.16,0.75,0.49,0.65,FW,
1474,Jamie Leweling,GER,Stuttgart,Bundesliga,22.0,2001.0,34,17,1523,16.9,4,4,8,4,0,0,3,0,6.1,6.1,3.2,9.3,65.0,35.0,172.0,0.24,0.24,0.47,0.24,0.47,0.36,0.19,0.55,0.36,0.55,FW,MF
1475,Rico Lewis,ENG,Manchester City,Premier League,18.0,2004.0,16,8,809,9.0,2,0,2,2,0,0,1,0,0.6,0.6,1.1,1.8,21.0,33.0,46.0,0.22,0.0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,DF,MF
1476,Keane Lewis-Potter,ENG,Brentford,Premier League,22.0,2001.0,30,15,1441,16.0,3,1,4,3,0,0,0,0,6.3,6.3,1.7,8.0,56.0,32.0,135.0,0.19,0.06,0.25,0.19,0.25,0.39,0.11,0.5,0.39,0.5,FW,DF
1477,Philipp Lienhart,AUT,Freiburg,Bundesliga,27.0,1996.0,15,14,1265,14.1,1,0,1,1,0,0,3,0,1.1,1.1,1.1,2.2,14.0,53.0,3.0,0.07,0.0,0.07,0.07,0.07,0.08,0.08,0.16,0.08,0.16,DF,
1478,Matthijs de Ligt,NED,Bayern Munich,Bundesliga,23.0,1999.0,22,16,1390,15.4,2,0,2,2,0,0,5,0,1.7,1.7,0.1,1.9,16.0,98.0,6.0,0.13,0.0,0.13,0.13,0.13,0.11,0.01,0.12,0.11,0.12,DF,
1479,Victor Lindelöf,SWE,Manchester Utd,Premier League,29.0,1994.0,19,14,1328,14.8,1,1,2,1,0,0,2,0,0.8,0.8,0.3,1.1,17.0,40.0,17.0,0.07,0.07,0.14,0.07,0.14,0.05,0.02,0.07,0.05,0.07,DF,
1480,Jesper Lindstrøm,DEN,Napoli,Serie A,23.0,2000.0,22,2,430,4.8,0,0,0,0,0,0,2,0,0.7,0.7,1.0,1.7,16.0,16.0,34.0,0.0,0.0,0.0,0.0,0.0,0.14,0.22,0.36,0.14,0.36,FW,MF
1481,Jesper Lindstrøm,DEN,Eint Frankfurt,Bundesliga,23.0,2000.0,1,1,83,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,2.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2,0.2,0.2,FW,
1482,Karol Linetty,POL,Torino,Serie A,28.0,1995.0,28,19,1858,20.6,0,0,0,0,0,0,12,0,0.5,0.5,0.8,1.4,31.0,87.0,25.0,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,MF,
1483,Samuel Lino,BRA,Atlético Madrid,La Liga,23.0,1999.0,34,25,2080,23.1,4,5,9,4,0,0,1,0,5.6,5.6,4.7,10.3,131.0,84.0,215.0,0.17,0.22,0.39,0.17,0.39,0.24,0.21,0.45,0.24,0.45,DF,MF
1484,Luca Lipani,ITA,Sassuolo,Serie A,18.0,2005.0,8,5,384,4.3,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6.0,20.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,MF,
1485,Pol Lirola,ESP,Frosinone,Serie A,25.0,1997.0,25,18,1536,17.1,2,1,3,2,0,0,1,0,1.3,1.3,1.1,2.4,30.0,65.0,59.0,0.12,0.06,0.18,0.12,0.18,0.08,0.06,0.14,0.08,0.14,DF,
1486,Marcin Listkowski,POL,Lecce,Serie A,25.0,1998.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47,0.0,0.47,0.47,0.47,FW,
1487,Valentino Livramento,ENG,Newcastle Utd,Premier League,20.0,2002.0,26,12,1314,14.6,1,0,1,1,0,0,1,0,0.4,0.4,0.8,1.2,44.0,61.0,76.0,0.07,0.0,0.07,0.07,0.07,0.03,0.05,0.08,0.03,0.08,DF,
1488,Dejan Ljubicic,AUT,Köln,Bundesliga,25.0,1997.0,26,24,2048,22.8,0,2,2,0,0,0,6,0,1.9,1.9,3.0,4.9,41.0,84.0,73.0,0.0,0.09,0.09,0.0,0.09,0.08,0.13,0.22,0.08,0.22,MF,FW
1489,Javier Llabrés,ESP,Mallorca,La Liga,20.0,2002.0,16,1,247,2.7,1,0,1,1,0,0,1,0,0.7,0.7,0.3,1.0,9.0,5.0,30.0,0.36,0.0,0.36,0.36,0.36,0.25,0.11,0.37,0.25,0.37,MF,FW
1490,Diego Llorente,ESP,Roma,Serie A,29.0,1993.0,29,27,2170,24.1,1,1,2,1,0,0,5,0,0.3,0.3,0.6,0.9,20.0,75.0,5.0,0.04,0.04,0.08,0.04,0.08,0.01,0.02,0.04,0.01,0.04,DF,
1491,Marcos Llorente,ESP,Atlético Madrid,La Liga,28.0,1995.0,37,29,2565,28.5,6,4,10,6,0,0,5,0,4.1,4.1,5.6,9.7,71.0,106.0,179.0,0.21,0.14,0.35,0.21,0.35,0.14,0.2,0.34,0.14,0.34,MF,DF
1492,Gautier Lloris,FRA,Le Havre,Ligue 1,28.0,1995.0,31,31,2778,30.9,2,0,2,2,0,0,2,0,2.1,2.1,0.2,2.3,13.0,105.0,5.0,0.06,0.0,0.06,0.06,0.06,0.07,0.01,0.07,0.07,0.07,DF,
1493,Abou Lô,SEN,Metz,Ligue 1,23.0,2000.0,6,2,197,2.2,0,0,0,0,0,0,0,1,0.1,0.1,0.3,0.5,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.16,0.22,0.06,0.22,MF,DF
1494,Giovani Lo Celso,ARG,Tottenham,Premier League,27.0,1996.0,22,4,506,5.6,2,2,4,2,0,0,2,0,0.6,0.6,1.9,2.5,25.0,68.0,29.0,0.36,0.36,0.71,0.36,0.71,0.1,0.34,0.45,0.1,0.45,MF,
1495,Stanislav Lobotka,SVK,Napoli,Serie A,28.0,1994.0,38,38,3282,36.5,0,1,1,0,0,0,4,0,0.6,0.6,1.3,1.9,29.0,188.0,34.0,0.0,0.03,0.03,0.0,0.03,0.02,0.04,0.05,0.02,0.05,MF,
1496,Manuel Locatelli,ITA,Juventus,Serie A,25.0,1998.0,36,34,3008,33.4,1,4,5,1,0,0,6,0,1.3,1.3,1.4,2.7,21.0,232.0,26.0,0.03,0.12,0.15,0.03,0.15,0.04,0.04,0.08,0.04,0.08,MF,
1497,Bradley Locko,FRA,Brest,Ligue 1,21.0,2002.0,33,33,2959,32.9,0,3,3,0,0,0,5,0,0.3,0.3,1.6,1.9,83.0,129.0,162.0,0.0,0.09,0.09,0.0,0.09,0.01,0.05,0.06,0.01,0.06,DF,
1498,Tom Lockyer,WAL,Luton Town,Premier League,28.0,1994.0,14,14,1169,13.0,1,1,2,1,0,0,4,0,1.1,1.1,0.6,1.7,6.0,37.0,2.0,0.08,0.08,0.15,0.08,0.15,0.08,0.05,0.13,0.08,0.13,DF,
1499,Renan Lodi,BRA,Marseille,Ligue 1,25.0,1998.0,14,14,1235,13.7,0,0,0,0,0,0,6,0,0.3,0.3,1.3,1.6,25.0,51.0,77.0,0.0,0.0,0.0,0.0,0.0,0.02,0.1,0.12,0.02,0.12,DF,
1500,Ruben Loftus-Cheek,ENG,Milan,Serie A,27.0,1996.0,29,26,2068,23.0,6,1,7,6,0,0,5,0,3.7,3.7,2.4,6.1,73.0,74.0,113.0,0.26,0.04,0.3,0.26,0.3,0.16,0.1,0.26,0.16,0.26,MF,
